alias_id,college_id,alias_name,alias_normalized,authority,year,source_id,notes
676,1353,"THANJAVUR MEDICAL COLL.,THANJAVUR,Thanjavur Medical College,Thanjavur, Tamil Nadu, 613004",thanjavur medical college thanjavur thanjavur medical college thanjavur tamil nadu,MCC,,,
677,1110,"R.G. KAR MEDICAL COLLEGE,KOLKATA,R G Kar Medical College 1 KHUDIRAM BOSE SARANI, West Bengal, 700004",r g kar medical college kolkata r g kar medical college 1 khudiram bose sarani west bengal,MCC,,,
678,1020,"MG Inst. of Medical Sciences, Sevagram Wardha,VILLAGE AND PO SEVAGRAM DISTRICT WARDHA MAHARASHTRA 442102, Maharashtra, 442102",mg institute of medical sciences sevagram wardha village and po sevagram district wardha maharashtra maharashtra,MCC,,,
679,181,"CALCUTTA NATIONAL MED COLL,KOLKATA,32, GORACHAND ROAD, PARK CIRCUS, KOLKATA - 700014, West Bengal, 700014",calcutta national medical college kolkata 32 gorachand road park circus kolkata west bengal,MCC,,,
680,1381,"V.S.S. MEDICAL COLLEGE, BURLA,AYURVIHAR,BURLA, SAMBALPUR, Odisha, 768017",v s s medical college burla ayurvihar burla sambalpur odisha,MCC,,,
681,824,"JHALAWAR MEDICAL COLLEGE, Jhalawar ,NH-52, KOTA ROAD,JHALAWAR,RAJASTHAN",jhalawar medical college jhalawar nh 52 kota road jhalawar,MCC,,,
682,1237,"SHIMOGA INST. OF MEDICAL SCI., SHIMOGA,SAGAR ROAD, MCGANN HOSPITAL CAMPUS, SHIVAMOGGA, Karnataka, 577201",shimoga institute of medical science shimoga sagar road mcgann hospital campus shivamogga karnataka,MCC,,,
683,747,"GUWAHATI MEDICAL COLLEGE, GUWAHATI,Narakasur Hill top , Bhangagarh, Guwahati, Assam, 781032",guwahati medical college guwahati narakasur hill top bhangagarh guwahati assam,MCC,,,
684,1300,"Sri Ramachandra Med. College and Res. Inst., Chennai,No. One Ramachandra Nagar, Porur, Chennai., Tamil Nadu, 600116",sri ramachandra medical college and research institute chennai no one ramachandra nagar porur chennai tamil nadu,MCC,,,
685,523,"Government Medical College, Bhilwara,Sindari Ke Balaji Road Sanganer Bhilwara, Rajasthan, 311001",government medical college bhilwara sindari ke balaji road sanganer bhilwara rajasthan,MCC,,,
686,125,"B.R.D. MEDICAL COLLEGE, GORAKHPUR,MAHARAJGANJ ROAD,GORAKHPUR, Uttar Pradesh, 273013",b r d medical college gorakhpur maharajganj road gorakhpur uttar pradesh,MCC,,,
687,775,"INDIRA GANDHI GOVT.MEDICAL COLL., NAGPUR,MEYO HOSPITAL CENTRAL AVENUE ROAD NEAR RAM ZULA NAGPUR, Maharashtra, 440018",indira gandhi governmentmedical college nagpur meyo hospital central avenue road near ram zula nagpur maharashtra,MCC,,,
688,284,"Dr.Radhakrishnan Government Medical College, Hamirpur, Agriculture Colony, Hamirpur, Himachal Pradesh 177001",doctorradhakrishnan government medical college hamirpur agriculture colony hamirpur,MCC,,,
689,991,"MANDYA INST. OF MEDICAL SCI., MANDYA,BANGALORE-MYSORE MAIN ROAD, MANDYA, Karnataka, 571401",mandya institute of medical science mandya bangalore mysore main road mandya karnataka,MCC,,,
690,1007,"MEDICAL COLLEGE, BHAVNAGAR,Near S.T. Bus Stand, Bhavnagar, Gujarat, Gujarat, 364001",medical college bhavnagar near s t bus stand bhavnagar gujarat gujarat,MCC,,,
691,462,"Government Doon Medcial College, Dehradun,Government Doon Medical College, Dehrakhas Patel Nagar, Dehradun 248001, Uttarakhand, 248001",government doon medcial college dehradun government doon medical college dehrakhas patel nagar dehradun uttarakhand,MCC,,,
692,568,"Govt Medical College Kannur,P.O Pariyaram Medical College, Kannur, Kerala 670503",government medical college kannur p o pariyaram medical college kannur,MCC,,,
693,1273,"SLBS Govt. Medical College, Mandi,Mandi at Nerchowk Tehsil Balh PO Bhangrotu, Himachal Pradesh, 175021",slbs government medical college mandi mandi at nerchowk tehsil balh po bhangrotu himachal pradesh,MCC,,,
694,379,"GMC, Manjeri, Kerala,GOVERNMENT MEDICAL COLLEGE, MANJERI, MALAPPURAM, Kerala, 676121",gmc manjeri kerala government medical college manjeri malappuram kerala,MCC,,,
695,1379,"UTTARANCHAL F HOSP TRUST MC,HALDWANI,Government Medical College, Rampur Road Haldwani, Distt. Nainiatl, Uttarakhand, 263139",uttaranchal f hospital trust mc haldwani government medical college rampur road haldwani distt nainiatl uttarakhand,MCC,,,
696,1049,"NALANDA MEDICAL COLLEGE, PATNA,OLD BYEPASS ROAD, KANKERBAGH, PATNA, Bihar, 800026",nalanda medical college patna old byepass road kankerbagh patna bihar,MCC,,,
697,872,"Kalpana Chawla Govt. Medical College, Karnal,Kalpana Chawla Govt. Medical College,Karnal, Haryana, Haryana, 132001",kalpana chawla government medical college karnal kalpana chawla government medical college karnal haryana haryana,MCC,,,
698,553,"Govt. Medical College, Jammu,GOVERNMENT MEDICAL COLLEGE, BAKSHI NAGAR, JAMMU 180001, Jammu And Kashmir, 180001",government medical college jammu government medical college bakshi nagar jammu jammu and kashmir,MCC,,,
699,1263,"Siddartha Medical College, Vijayawada,Beside New Government General Hospital Gunadala Vijayawada, Andhra Pradesh, 520008",siddartha medical college vijayawada beside new government general hospital gunadala vijayawada andhra pradesh,MCC,,,
700,936,"M.G.M. MEDICAL COLLEGE,JAMSHEDPUR,Dimna Road, Mango, Jamshedpur, Jharkhand, 831020",m g m medical college jamshedpur dimna road mango jamshedpur jharkhand,MCC,,,
701,1061,"NEIGRIHMS, SHILLONG,Mawdiangdiang Shillong East Khasi Hills District, Meghalaya, 793018",neigrihms shillong mawdiangdiang shillong east khasi hills district meghalaya,MCC,,,
702,229,"Darbhanga Medical College, Laheriasarai,Sheetal Prasad Marg, Laheriasarai, Darbhanga, Bihar, 846003",darbhanga medical college laheriasarai sheetal prasad marg laheriasarai darbhanga bihar,MCC,,,
703,1102,"Pt. Jawahar Lal Nehru Govt. Med. College, Chamba,Pt. Jawaharlal Nehru Govt. Medical College Chamba, Himachal Pradesh, 176310",pt jawahar lal nehru government medical college chamba pt jawaharlal nehru government medical college chamba himachal pradesh,MCC,,,
704,743,"GUNTUR MEDICAL COLLEGE, GUNTUR,Kannavarithoa Opp. NGOs Association Building, Andhra Pradesh, 522004",guntur medical college guntur kannavarithoa opp ngos association building andhra pradesh,MCC,,,
705,1249,"SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,Shri Kalyan Govt. Medical College, Bajaj Gram, Sanwali, NH 8 A, Sikar 332001, Rajasthan, 332001",shri kalyan government medical college sikar shri kalyan government medical college bajaj gram sanwali nh 8 a sikar rajasthan,MCC,,,
706,783,"Indira Gandhi Medical College & RI, Puducherry,Vazhudavour Road, Kadirkamam, Puducherry, 605009",indira gandhi medical college and ri puducherry vazhudavour road kadirkamam puducherry,MCC,,,
707,848,"K.A.P. VISWANATHAM G.M.C.,TIRUCHIRAPALLI,PERIYAMILAGUPARAI, TIRUCHIRAPALLI-620001, Tamil Nadu, 620001",k a p viswanatham g m c tiruchirapalli periyamilaguparai tiruchirapalli tamil nadu,MCC,,,
708,522,"Government Medical College, Bharatpur,Rampura, NH-21,Sever Road,Bharatpur,Rajasthan, Rajasthan, 321001",government medical college bharatpur rampura nh 21 sever road bharatpur rajasthan rajasthan,MCC,,,
709,1131,"Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,Rajarshee Chhatrapati Shahu Maharaj Government Medical College, R. K. Nagar Road, Shenda Park, Kol, Maharashtra, 416012",rajarshee chhatrapati shahu maharaj government medical college kolhapur rajarshee chhatrapati shahu maharaj government medical college r k nagar road shenda park kol maharashtra,MCC,,,
710,1270,"SKIMS Medical College, Bemina, Srinagar,SKIMS MC BEMINA , SRINAGAR, JAMMU KASHMIR, Jammu And Kashmir, 190018",skims medical college bemina srinagar skims mc bemina srinagar jammu kashmir jammu and kashmir,MCC,,,
711,1394,"VIJAYNAGAR INST OF MED. SC,BELLARY,Cantonment, Ballari, Karnataka, 583104",vijaynagar institute of medical sc bellary cantonment ballari karnataka,MCC,,,
712,1190,"Sagar Dutta Medical College & Hospital, Kolkata,578, B.T. Road, Kamarhati, Kolkata, West Bengal, 700058",sagar dutta medical college and hospital kolkata 578 b t road kamarhati kolkata west bengal,MCC,,,
713,328,"ESIC Medical College AND PGIMSR, Chennai,ASHOK PILLAR ROAD KK NAGAR CHENNAI, Tamil Nadu, 600078",esic medical college and pgimsr chennai ashok pillar road kk nagar chennai tamil nadu,MCC,,,
714,278,"Dr. YS Parmar Govt. Medical College, Nahan,Nahan, District Sirmaur, Himachal Pradesh, Himachal Pradesh, 173001",doctor ys parmar government medical college nahan nahan district sirmaur himachal pradesh himachal pradesh,MCC,,,
715,566,"Govt. Medical College, Kannauj,Tirwa Road, Kannauj, Uttar Pradesh, 209732",government medical college kannauj tirwa road kannauj uttar pradesh,MCC,,,
716,507,"Govt Medical College Badaun,Gunera Wazidpur Ujhani Road Badaun U.P. 243601",government medical college badaun gunera wazidpur ujhani road badaun u p,MCC,,,
717,529,"Govt Medical College, Churu,SHEKHAWAT COLONY, CIVIL LINES ROAD,CHURU, Rajasthan, 331001",government medical college churu shekhawat colony civil lines road churu rajasthan,MCC,,,
718,1377,"Uttar Pradesh University of Medical Sciences, Saifai, Etawah,SAIFAI ETAWAH, Uttar Pradesh, 206130",uttar pradesh university of medical sciences saifai etawah saifai etawah uttar pradesh,MCC,,,
719,170,"BURDWAN MEDICAL COLLEGE,BURDWAN,BURDWAN MEDICAL COLLEGE, BABURBAG, POST- RAJBATI, DIST- PURBA BARDHAMAN, PIN-713104,WEST BENGAL, West Bengal, 713104",burdwan medical college burdwan burdwan medical college baburbag post rajbati district purba bardhaman pin west bengal west bengal,MCC,,,
720,299,"Employees State Insurance Corporation Medical College, Alwar,ESIC Medical College and Hospital Desoola MIA Alwar Rajasthan, Rajasthan, 301030",employees state insurance corporation medical college alwar esic medical college and hospital desoola mia alwar rajasthan rajasthan,MCC,,,
721,368,"GMC, Azamgarh, UP,Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila Azamgarh, Uttar Pradesh, 276128",gmc azamgarh up government medical college and super facility hospital chakrapanpur post office kanaila azamgarh uttar pradesh,MCC,,,
722,190,"CHENGALPATTU MEDICAL COLL,CHENGALPATTU,GST ROAD, CHENGALPATTU-603 001 KANCHEEPURAM DISTRICT, Tamil Nadu, 603001",chengalpattu medical college chengalpattu gst road chengalpattu 603 001 kancheepuram district tamil nadu,MCC,,,
723,539,"Government Medical College, ESIC, Kollam,Parippally Kollam 691574, Kerala, 691574",government medical college esic kollam parippally kollam kerala,MCC,,,
724,866,"Kakatiya Medical College Warangal,SVP Road, Warangal, Telangana, 506007",kakatiya medical college warangal svp road warangal telangana,MCC,,,
725,647,"Government Medical College, Pali,NH-62,SumerpurRoad,Ramasia.Hemawas,Pali, Rajasthan, 306401",government medical college pali nh 62 sumerpurroad ramasia hemawas pali rajasthan,MCC,,,
726,13,"ACSR Govt Medical College, Nellore,OPP TO AC SUBBA REDDY STADIUM DARGAMITTA NELLORE SPSR NELLORE DISTRICT, Andhra Pradesh, 524004",acsr government medical college nellore opp to ac subba reddy stadium dargamitta nellore spsr nellore district andhra pradesh,MCC,,,
727,963,"MAHARSHI DEVRAHA BABA AUTONOMOUS STATE. MEDICAL COLLEGE, DEORIA,207 Hospital Road Saket nagar Deoria, Uttar Pradesh, 274001",maharshi devraha baba autonomous state medical college deoria 207 hospital road saket nagar deoria uttar pradesh,MCC,,,
728,1288,"SRI KRISHNA MEDICAL COLLEGE, MUZAFFARPUR,UMANAGAR MUZAFFARPUR, Bihar, 842004",sri krishna medical college muzaffarpur umanagar muzaffarpur bihar,MCC,,,
729,644,"Govt Medical College, Palakkad,NH-544, EAST YAKKARA, KUNNATHURMEDU POST, PALAKKAD-678013, Kerala, 678013",government medical college palakkad nh 544 east yakkara kunnathurmedu post palakkad kerala,MCC,,,
730,605,"GOVERNMENT MEDICAL COLLEGE, MIRAJ,Pandharpur Road Miraj tal Miraj Dist sangli, Maharashtra, 416410",government medical college miraj pandharpur road miraj tal miraj district sangli maharashtra,MCC,,,
731,386,"GMERS Medical College, Navsari,Adarsh Nivasi Shala Campus, At & Po. - Khambhlav, Aat, Ta - Jalalpore, Dist - Navsari., Gujarat, 396403",gmers medical college navsari adarsh nivasi shala campus at and po khambhlav aat ta jalalpore district navsari gujarat,MCC,,,
732,1286,"Sri Jagannath Medical College & Hospital, Puri,BALIGUALI SAMANGARA PURI PIN 752004 (ODISHA), Odisha, 752004",sri jagannath medical college and hospital puri baliguali samangara puri pin odisha odisha,MCC,,,
733,159,"BPS Govt. Med. College, Sonepat,BPS GOVT MEDICAL COLLEGE FOR WOMEN KHANPUR KALAN SONEPAT, Haryana, 131305 (Female Seat only )",bps government medical college sonepat bps government medical college for women khanpur kalan sonepat haryana female seat only,MCC,,,
734,290,"DR.S.C.GOVT MEDICAL COLLEGE,,NANDED,VISHNUPURI NANDED MAHARASHTRA 431606, Maharashtra, 431606",doctors c government medical college nanded vishnupuri nanded maharashtra maharashtra,MCC,,,
735,880,"KANYAKUMARI GOVT. MED. COLL.,ASARIPALLAM,ASARIPALLAM, KANYAKUMARI DISTRICT-629201, Tamil Nadu, 629201",kanyakumari government medical college asaripallam asaripallam kanyakumari district tamil nadu,MCC,,,
736,163,"BUNDELKHAND MEDICAL COLLEGE, SAGAR,Shivaji ward, tili Road, Sagar, Madhya Pradesh, 470001",bundelkhand medical college sagar shivaji ward tili road sagar madhya pradesh,MCC,,,
737,1327,"SUH Maulana Mahmood Hasan Medical College, Saharanpur,Ambala Road, Pilakhni, Saharanpur, Uttar Pradesh, 247001",suh maulana mahmood hasan medical college saharanpur ambala road pilakhni saharanpur uttar pradesh,MCC,,,
738,335,"ESIC PGIMSR, Joka, Kolkata, WB,DIAMOND HARBOUR ROAD POST OFFICE JOKA KOLKATA 700104, West Bengal, 700104",esic pgimsr joka kolkata wb diamond harbour road post office joka kolkata west bengal,MCC,,,
739,527,"Government Medical College Chittorgarh ,Government Medical College Chittorgarh Bojunda - Udaipur Road Chittorgarh, Rajasthan, 312025",government medical college chittorgarh government medical college chittorgarh bojunda udaipur road chittorgarh rajasthan,MCC,,,
740,1308,"Sri Venkateswara Medical College, Tirupati,NEAR VIVEKANDANDA CIRCLE, ALIPIRI ROAD TIRUPATI, Andhra Pradesh, 517507",sri venkateswara medical college tirupati near vivekandanda circle alipiri road tirupati andhra pradesh,MCC,,,
741,1242,"SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE, CHHAINSA, FARIDABAD,Shri Atal Bihari Vajpayee Government Medical College Chhainsa Faridabad, Haryana, 121004",shri atal bihari vajpayee government medical college chhainsa faridabad shri atal bihari vajpayee government medical college chhainsa faridabad haryana,MCC,,,
742,543,"Govt Medical College Firozabad,DAULATTAPUR JALESHAR ROAD NARKHI FIROZABAD, Uttar Pradesh, 283203",government medical college firozabad daulattapur jaleshar road narkhi firozabad uttar pradesh,MCC,,,
743,195,"CHHATTISGARH INSTITUTE OF MEDICAL SCIENCES, BILASP,GOND PARA, SADAR BAZAAR BILASPUR - 495001 (CG), Chhattisgarh, 495001",chhattisgarh institute of medical sciences bilasp gond para sadar bazaar bilaspur cg chhattisgarh,MCC,,,
744,820,"Jawaharlal Nehru Medical College, Bhagalpur,SUKHRAJ RAI PATH, BHAGALPUR, Bihar, 812001",jawaharlal nehru medical college bhagalpur sukhraj rai path bhagalpur bihar,MCC,,,
745,663,"Govt Medical College Ratlam,Gram Banjali, Sailana Road, NH927A, Madhya Pradesh 457001, India, Madhya Pradesh, 457001",government medical college ratlam gram banjali sailana road nh927a madhya pradesh india madhya pradesh,MCC,,,
746,1074,"NORTH BENGAL MED.COLL,DARJEELING,Sushruta Nagar, Darjeeling., West Bengal, 734012",north bengal medicalcoll darjeeling sushruta nagar darjeeling west bengal,MCC,,,
747,537,"Govt. Medical College ESI and Hospital, Coimbatore,KAMARAJAR ROAD, VARADHARAJAPURAM, SINGANALLUR, COIMBATORE, Tamil Nadu, 641015",government medical college esi and hospital coimbatore kamarajar road varadharajapuram singanallur coimbatore tamil nadu,MCC,,,
748,1036,"MRA MEDICAL COLLEGE AMBEDKAR NAGAR, UP,VILLAGE SADDARPUR POST SURAPUR DISTRICT AMBEDKAR NAGAR, Uttar Pradesh, 224227",mra medical college ambedkar nagar up village saddarpur post surapur district ambedkar nagar uttar pradesh,MCC,,,
749,514,"Govt Medical College Barmer Rajasthan,NH-15, JAISALMER ROAD, VILLAGE- JALIPA, BARMER",government medical college barmer rajasthan nh 15 jaisalmer road village jalipa,MCC,,,
750,1027,"MIDNAPORE MEDICAL COLLEGE, MIDNAPUR,5, Vidyasagar Road Midnapore 721101 Paschim Medinipur",midnapore medical college midnapur 5,MCC,,,
751,756,"HASSAN INST. MEDICAL SCIENCES, HASSAN,K R PURAM, BEHIND DC OFFICE,HASSAN, Karnataka, 573201",hassan institute medical sciences hassan k r puram behind dc office hassan karnataka,MCC,,,
752,1388,"Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,BADRINATH MARG, SRIKOT, SRINAGAR - PAURI GARHWAL, Uttarakhand, 246178",veer chandra singh garhwali government institute of medical science and research badrinath marg srikot srinagar pauri garhwal uttarakhand,MCC,,,
753,1257,"Shri Vinobha Bhave Institute Medical Sciences,SSR College Campus, Sayli Road, Silvassa, Dadra And Nagar Haveli, 396230",shri vinobha bhave institute medical sciences ssr college campus sayli road silvassa dadra and nagar haveli,MCC,,,
754,1142,"Rajkiya Medical College, Jalaun,Kalpi Road Orai Jalaun, Uttar Pradesh, 285001",rajkiya medical college jalaun kalpi road orai jalaun uttar pradesh,MCC,,,
755,276,"DR. VAISHAMPAYAM MEMORIAL M.C.,SHOLAPUR,In Front of District Civil Court, Solapur., Maharashtra, 413003",doctor vaishampayam memorial m c sholapur in front of district civil court solapur maharashtra,MCC,,,
756,578,"Government Medical College Khaleelwadi,Opposite TSRTC Bus Stand R.P.Road, Khaleelwadi Nizamabad",government medical college khaleelwadi opposite tsrtc bus stand r p road,MCC,,,
757,82,"ASSAM MEDICAL COLLEGE, DIBRUGARH,Borbari, Dibrugarh, Assam, 786002",assam medical college dibrugarh borbari dibrugarh assam,MCC,,,
758,1229,"Shaheed Nirmal Mahto Medical College & Hospital, Dhanbad,PO BCCL TOWNSHIP KOYLANAGAR DHANBAD, Jharkhand, 826005",shaheed nirmal mahto medical college and hospital dhanbad po bccl township koylanagar dhanbad jharkhand,MCC,,,
759,321,"ESIC Medical College & Hospital, Bihta,ESIC Medical College and Hospital Bihta Patna, Bihar, 801103",esic medical college and hospital bihta esic medical college and hospital bihta patna bihar,MCC,,,
760,693,"Government Medical College, Thiruvallur,BLOCK 1 MASTER PLAN COMPLEX THIRUVALLUR COLLECTORATE PERUMBAKKAM VILLAGE THIRUVALLUR, Tamil Nadu, 602001",government medical college thiruvallur block 1 master plan complex thiruvallur collectorate perumbakkam village thiruvallur tamil nadu,MCC,,,
761,79,"ANUGRAH NARAYAN MAGADH MEDICAL COLLEGE, GAYA,SHERGHATIROAD, GAYA, Bihar, 823001",anugrah narayan magadh medical college gaya sherghatiroad gaya bihar,MCC,,,
762,549,"Govt Medical College, Idukki,Principal, Govt Medical College Idukki, Idukki colony P.O.,Idukki District, Kerala, 685602",government medical college idukki principal government medical college idukki idukki colony p o idukki district kerala,MCC,,,
763,218,"COLLEGE OF MEDICINE and JNM HOSPITAL, KALYANI,A BlockPS- KalyaniDistrict - Nadia,West Bengal,Pin 741235",college of medicine and jnm hospital kalyani a blockps kalyanidistrict nadia west bengal,MCC,,,
764,501,"Government Medical College, Ariyalur ,1 COLLEGE ROAD GOVERNMENT MEDICAL COLLEGE ARIYALUR TAMIL NADU PIN 621713, Tamil Nadu, 621713",government medical college ariyalur 1 college road government medical college ariyalur tamil nadu pin tamil nadu,MCC,,,
765,236,"Deben Mahata Government Medical College & Hospital,Vill Hatuara PO Vivekananda Nagar PS Purulia Muffasil Dist Purulia Pin 723147, West Bengal, 723147",deben mahata government medical college and hospital vill hatuara po vivekananda nagar ps purulia muffasil district purulia pin west bengal,MCC,,,
766,399,"Goverment Medical College And Hospital Jalgaon,GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",goverment medical college and hospital jalgaon government medical college jilha peth near main post office jalgaon maharashtra,MCC,,,
767,679,"Govt. Medical College, Sirohi (rajasthan),SIROHI SHIVGANJ HIGHWAY,NEAR AMBESHWAR ,VILLAGE- KOLAR, TEHSIL- SIVGANJ,DIST- SIROHI, Rajasthan, 307030",government medical college sirohi rajasthan sirohi shivganj highway near ambeshwar village kolar tehsil sivganj district sirohi rajasthan,MCC,,,
768,585,"Government Medical College, Korba(C.G.),Govt. Medical College, Village Jhagrha, Balco-urga Road, City Korba C.G., Chhattisgarh, 495683",government medical college korba c g government medical college village jhagrha balco urga road city korba c g chhattisgarh,MCC,,,
769,715,"GOVT. MOHAN KUMARAMANGALAM M.C.,SALEM,MAJEERA KOLLAPPATTI, Salem steel Plant Road Salem 636030 TamilNadu, Tamil Nadu, 636030",government mohan kumaramangalam m c salem majeera kollappatti salem steel plant road salem tamilnadu tamil nadu,MCC,,,
770,1240,"SHKM GMC, Nalhar, Mewat, Haryana,THE DIRECTOR, SHAHEED HASAN KHAN,MEWATI GOVT. MEDICAL COLLEGE, NALHAR, NUH - HARYANA - 122107, Haryana, 122107",shkm gmc nalhar mewat haryana the director shaheed hasan khan mewati government medical college nalhar nuh haryana haryana,MCC,,,
771,510,"Govt Medical College Baramati,Plot No P107 MIDC area Opposite Women Hospital Baramati Taluka Baramati District Pune, Maharashtra, 413133",government medical college baramati plot no p107 midc area opposite women hospital baramati taluka baramati district pune maharashtra,MCC,,,
772,369,"Gmc, Bahraich,K.D.C Road Bahraich-271801, Uttar Pradesh, 271801",gmc bahraich k d c road bahraich uttar pradesh,MCC,,,
773,388,"GMERS Medical College, Panchmahal Godhra,Government Engineering College Campus, Godhra Lunawada Road, Chabanpur, Godhra, Gujarat, 389001",gmers medical college panchmahal godhra government engineering college campus godhra lunawada road chabanpur godhra gujarat,MCC,,,
774,533,"Govt Medical College, Dungarpur,VILLAGE- THANA DUNGARPUR, Rajasthan, 314001",government medical college dungarpur village thana dungarpur rajasthan,MCC,,,
775,1275,"SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH, ALMORA,Near Vikas Bhawan Pandeykhola Almora, Uttarakhand, 263601",soban singh jeena government institute of medical science and research almora near vikas bhawan pandeykhola almora uttarakhand,MCC,,,
776,383,"GMC, Shahjhanpur,AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH, Uttar Pradesh, 242001",gmc shahjhanpur autonomous state medical college allied pandit ram prasad bismil hospital shahjahanpur uttar pradesh uttar pradesh,MCC,,,
777,636,"Government Medical College, Nilgiris,No. 1, INDU NAGAR, MYSORE ROAD, UDHAGAMANDALAM, NILGIRIS DISTRICT, Tamil Nadu, 643005",government medical college nilgiris no 1 indu nagar mysore road udhagamandalam nilgiris district tamil nadu,MCC,,,
778,330,"ESIC Medical College, Gulbarga,ESIC MEDICAL COLLEGE SEDAM ROAD GULBARGA, Karnataka, 585106",esic medical college gulbarga esic medical college sedam road gulbarga karnataka,MCC,,,
779,390,"GMERS Medical College, Porbandar,Nr. Maharani Rupaliba Lady Hospital, ST bus station road, Porbandar, Gujarat, 360575",gmers medical college porbandar nr maharani rupaliba lady hospital st bus station road porbandar gujarat,MCC,,,
780,719,"Govt. Pudukkottai Medical College Hopt., Pudukkott,MULLUR PUDUKKOTTAI PO PUDUKKOTTAI, Tamil Nadu, 622004",government pudukkottai medical college hopt pudukkott mullur pudukkottai po pudukkottai tamil nadu,MCC,,,
781,624,"Government medical College, Namakkal,353 MASTER PLAN COMPLEX SILUVAMPATTY NAMAKKAL, Tamil Nadu, 637003",government medical college namakkal 353 master plan complex siluvampatty namakkal tamil nadu,MCC,,,
782,1358,"THENI GOVT. MEDICAL COLLEGE, THENI,G. Vilakku, Shanmugasundarapuram village, Aundipatti Taluk, Theni District, Tamil Nadu, 625512",theni government medical college theni g vilakku shanmugasundarapuram village aundipatti taluk theni district tamil nadu,MCC,,,
783,203,"CHIKKABALLAPURA INSTITUTE OF MEDICAL SCIENCES, KARNATAKA,DISTRICT HOSPITAL CAMPUS MARULA SIDDESHWARA SWAMY TEMPLE ROAD CHIKKABALLAPUR KARANATAKA, Karnataka, 562101",chikkaballapura institute of medical sciences karnataka district hospital campus marula siddeshwara swamy temple road chikkaballapur karanataka karnataka,MCC,,,
784,541,"Govt Medical College Faizabad ,GANJA, PARGANA- HAVELI AWADH, TAHSIL- SADAR AYODHYA (FAIZABAD), Uttar Pradesh, 224001",government medical college faizabad ganja pargana haveli awadh tahsil sadar ayodhya faizabad uttar pradesh,MCC,,,
785,928,"Lt. L A M Govt. Medical College, Raigarh,T.V.Tower road, Bendrachua, Raigarh, Chhattisgarh, 496001",lt l a m government medical college raigarh t v tower road bendrachua raigarh chhattisgarh,MCC,,,
786,517,"Govt Medical College Basti,RAMPUR TAHSIL SADAR BASTI BASTI, Uttar Pradesh, 272124",government medical college basti rampur tahsil sadar basti basti uttar pradesh,MCC,,,
787,1151,"Rani Durgavati Medical College, Banda,RANI DURGAVATI MEDICAL COLLEGE, NARAINI ROAD, BANDA-210001, Uttar Pradesh, 210001",rani durgavati medical college banda rani durgavati medical college naraini road banda uttar pradesh,MCC,,,
788,600,"Government Medical College Mahasamund Chhattisgarh,In front of Sai temple raipur road village kharora Mahasamund, Chhattisgarh, 493445",government medical college mahasamund chhattisgarh in front of sai temple raipur road village kharora mahasamund chhattisgarh,MCC,,,
789,590,"GOVERNMENT MEDICAL COLLEGE, LATUR,Government Medical College, Latur, Behind Old Railway Station, Near Marwadi Rajasthan Vidyalaya, Lat, Maharashtra, 413512",government medical college latur government medical college latur behind old railway station near marwadi rajasthan vidyalaya lat maharashtra,MCC,,,
790,978,"MALDA MED. COLLEGE, MALDA,MaldaMedicalCollege, PS,EnglishBazar PO Dist Malda",malda medical college malda maldamedicalcollege ps,MCC,,,
791,460,"GOVT. DHARAMAPURI MED COLL,DHARMAPURI,NETHAJI BYPASS ROAD DHARMAPURI, Tamil Nadu, 636701",government dharamapuri medical college dharmapuri nethaji bypass road dharmapuri tamil nadu,MCC,,,
792,105,"Autonomous State Medical College, Pratapgarh,Pure Keshav Rai Gay Ghat Road Pratapgarh, Uttar Pradesh, 230001",autonomous state medical college pratapgarh pure keshav rai gay ghat road pratapgarh uttar pradesh,MCC,,,
793,75,"Andaman and Nicobar Islands Institute of Medical S,Director ANIIMS, DHS Annexe Building, Atlanta Point, Port Blair-744104, Andaman And Nicobar Islands, 744104",andaman and nicobar islands institute of medical s director aniims dhs annexe building atlanta point port blair andaman and nicobar islands,MCC,,,
794,530,"Government Medical College, Dholpur,411, OLD BARI ROAD, DHOLPUR, Rajasthan, 328001",government medical college dholpur 411 old bari road dholpur rajasthan,MCC,,,
795,400,"Goverment Medical College, Bettiah,Government Medical College Bettiah West Champaran Bihar- 845438, Bihar, 845438",goverment medical college bettiah government medical college bettiah west champaran bihar bihar,MCC,,,
796,243,"Diamond Harbour Govt Medical College,New Town, Post-Diamond Harbour, PS- Diamond Harbour, District South 24 Parganas, West Bengal, 743331",diamond harbour government medical college new town post diamond harbour ps diamond harbour district south 24 parganas west bengal,MCC,,,
797,564,"Government Medical College, Kanker, Chhattisgarh,GOVERNMENT MEDICAL COLLEGE NANDANMARA KANKER, Chhattisgarh, 494334",government medical college kanker chhattisgarh government medical college nandanmara kanker chhattisgarh,MCC,,,
