college_id,college_code,college_name,name_normalized,state,city,ownership,counselling,courses,annual_intake,fee_govt_quota,fee_private,nmc_approved,source_id,notes
341,,"Fakhruddin Ali Ahmed Medical College, Barpeta,Jania Road, Jotigaon, Barpeta, Assam, Assam, 781301",fakhruddin ali ahmed medical college barpeta jania road jotigaon barpeta assam assam,Assam,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
342,,"Farookh Academy of Medical Education Hospital and Research Institute, Mysore Madikeri Road, Near Illavala Hunsur Taluk, Mysore District",farookh academy of medical education hospital and research institute mysore madikeri road near illavala hunsur taluk,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
343,,"Farooquia Dental College,Farooquia Education Complex,U K Road, Eidgah,Tilak Nagar,Mysore",farooquia dental college farooquia education complex u k road eidgah tilak nagar,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
344,,"Father Muller Institute of Med. Education & Research,Father Muller Road,,Mangalore",father muller institute of medical education and research father muller road,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
345,,"Father Muller Institute of Med. Education & Research,Father Muller Road,Kankanady,Mangalore",father muller institute of medical education and research father muller road kankanady,Karnataka,,government,KEA,,,141446.0,1092852.0,1,,auto-generated from allotment data; needs manual review
346,,"G.R. MEDICAL COLLEGE, GWALIOR",g r medical college,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
347,,"G.S.V.M. MEDICAL COLLEGE, KANPUR",g s v m medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
348,,"G.S.V.M. MEDICAL COLLEGE, KANPUR,G.S.V.M Medical College Kanpur Swaroop Nagar Kanpur U.P 208002, Uttar Pradesh, 208002",g s v m medical college kanpur g s v m medical college kanpur swaroop nagar kanpur u p uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
349,,Gadag Institute of Medical Sciences,gadag institute of medical sciences,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
350,,"Gadag Institute of Medical Sciences,GADAG INSTITUTE OF MEDICAL SCIENCES GADAG Mallasamudra,Gadag-582103",gadag institute of medical sciences gadag institute of medical sciences gadag mallasamudra gadag,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
351,,"Gadag Institute of Medical Sciences,GADAG INSTITUTE OF MEDICAL SCIENCES GADAG Mallasamudra,Gadag-582103, Karnataka, 582103",gadag institute of medical sciences gadag institute of medical sciences gadag mallasamudra gadag karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
352,,"Gadag Institute of Medical Sciences,MULGUND ROAD,GADAG",gadag institute of medical sciences mulgund road,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
353,,"Gadag Institute of Medical Sciences,MULGUND ROAD,MALLASAMUDRA,GADAG",gadag institute of medical sciences mulgund road mallasamudra,Karnataka,,government,KEA,,,60100.0,,1,,auto-generated from allotment data; needs manual review
354,,"GAJRA RAJA MEDICAL COLLEGE, GWALIOR",gajra raja medical college,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
355,,"GAJRA RAJA MEDICAL COLLEGE, GWALIOR,VEER SAVARKAR ROAD, GWALIOR, Madhya Pradesh, 474009",gajra raja medical college gwalior veer savarkar road gwalior madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
356,,"GANDHI MEDICAL COLLEGE, BHOPAL",gandhi medical college,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
357,,"GANDHI MEDICAL COLLEGE, BHOPAL,Royal Market Sultania Road Bhopal, Madhya Pradesh, 462001",gandhi medical college bhopal royal market sultania road bhopal madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
358,,Gandhi Medical College Musheerabad Secunderabad,gandhi medical college musheerabad secunderabad,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
359,,"Gandhi Medical College Musheerabad Secunderabad,MUSHEERABA D, SECUNDERABAD, Telangana, 500003",gandhi medical college musheerabad secunderabad musheeraba d secunderabad telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
360,,"Gandhi Medical College Musheerabad Secunderabad,MUSHEERABAD, SECUNDERABAD, Telangana, 500003",gandhi medical college musheerabad secunderabad musheerabad secunderabad telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
361,,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK",gdc pt bds universityof health science,Haryana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
362,,"GDC,PT.BDS UNIV.OF HEALTH SCI,ROHTAK,Post Graduate Institute of Dental Sciences, Rohtak, Haryana, 124001",gdc pt bds universityof health science rohtak post graduate institute of dental sciences rohtak haryana,Haryana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
363,,"GHARWALE GOVT.MED SCI &RESEARCH,SRINAGAR",gharwale governmentmed science &research,Jammu and Kashmir,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
364,,"GITAM Institue of Med. Sce. and Res., Visakhapatnam",gitam institue of medical sce and research,Bihar,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
365,,"GITAM Institue of Med. Sce. and Res., Visakhapatnam,Gandhi Institute of Technology and Management (GITAM), Rushikonda, Visakhapatnam, Andhra Pradesh, 530045",gitam institue of medical sce and research visakhapatnam gandhi institute of technology and management gitam rushikonda visakhapatnam andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
366,,"GMC, Shahjhanpur",gmc,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
367,,"GMC, Azamgarh, UP",gmc azamgarh,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
368,,"GMC, Azamgarh, UP,Government Medical College and Super Facility Hospital Chakrapanpur Post Office-Kanaila Azamgarh, Uttar Pradesh, 276128",gmc azamgarh up government medical college and super facility hospital chakrapanpur post office kanaila azamgarh uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
369,,"Gmc, Bahraich,K.D.C Road Bahraich-271801, Uttar Pradesh, 271801",gmc bahraich k d c road bahraich uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
370,,GMC DAUSA RAJASTHAN,gmc dausa rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
371,,"GMC DAUSA RAJASTHAN,GMC DAUSA MITRAPURA BHANDAREJ MOD DAUSA, Rajasthan, 303303",gmc dausa rajasthan gmc dausa mitrapura bhandarej mod dausa rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
372,,GMC Jangaon,gmc jangaon,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
373,,"GMC Jangaon,gmc.jangaon@gmail.com, Telangana, 506167",gmc jangaon gmc jangaon@gmail com telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
374,,GMC Kamareddy,gmc kamareddy,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
375,,"GMC Kamareddy,Office of the Principal, Government Medical College Devanpally, Kamareddy, Telangana, Telangana, 503111",gmc kamareddy office of the principal government medical college devanpally kamareddy telangana telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
376,,GMC KARAULI,gmc karauli,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
377,,"GMC KARAULI,mandrayal road karauli, Rajasthan, 322241",gmc karauli mandrayal road karauli rajasthan,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
378,,"GMC, Manjeri, Kerala",gmc manjeri,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
379,,"GMC, Manjeri, Kerala,GOVERNMENT MEDICAL COLLEGE, MANJERI, MALAPPURAM, Kerala, 676121",gmc manjeri kerala government medical college manjeri malappuram kerala,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
380,,"GMC, Rajamahendravaram,Governm ent Medical College,D.No.55- 4-1,Central Jail Road ,Near CTRI, Rajamahendravaram., Andhra Pradesh, 533105",gmc rajamahendravaram governm ent medical college d no 55 4 1 central jail road near ctri rajamahendravaram andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
381,,"GMC, Rajamahendravaram,Government Medical College,D.No.55-4-1,Central Jail Road ,Near CTRI, Rajamahendravaram., Andhra Pradesh, 533105",gmc rajamahendravaram government medical college d no 55 4 1 central jail road near ctri rajamahendravaram andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
382,,"GMC, Rajamahendravaram,Government Medical College, Rajamahendravaram, Opposite District Hospital, Sivaseshupuram CTRI, Andhra Pradesh, 533105",gmc rajamahendravaram government medical college rajamahendravaram opposite district hospital sivaseshupuram ctri andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
383,,"GMC, Shahjhanpur,AUTONOMOUS STATE MEDICAL COLLEGE ALLIED PANDIT RAM PRASAD BISMIL HOSPITAL SHAHJAHANPUR UTTAR PRADESH, Uttar Pradesh, 242001",gmc shahjhanpur autonomous state medical college allied pandit ram prasad bismil hospital shahjahanpur uttar pradesh uttar pradesh,Uttar Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
384,,"GMERS Medical College, Navsari",gmers medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
385,,"GMERS Medical College, Morbi,Gibson middle school, Opp railway station, Morbi, Gujarat, 363641",gmers medical college morbi gibson middle school opp railway station morbi gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
386,,"GMERS Medical College, Navsari,Adarsh Nivasi Shala Campus, At & Po. - Khambhlav, Aat, Ta - Jalalpore, Dist - Navsari., Gujarat, 396403",gmers medical college navsari adarsh nivasi shala campus at and po khambhlav aat ta jalalpore district navsari gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
387,,"GMERS Medical College, Navsari,Adarsh Nivasi Shala Campus, At- Khambhlav, Po- Sultanpur, Via- Abrama, Ta - Jalalpore, Dist - Navsar, Gujarat, 396406",gmers medical college navsari adarsh nivasi shala campus at khambhlav po sultanpur via abrama ta jalalpore district navsar gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
388,,"GMERS Medical College, Panchmahal Godhra,Government Engineering College Campus, Godhra Lunawada Road, Chabanpur, Godhra, Gujarat, 389001",gmers medical college panchmahal godhra government engineering college campus godhra lunawada road chabanpur godhra gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
389,,"GMERS Medical College, Porbandar,Behind ITI and Navoday Vidyalay, Dharampur, Porbandar, Gujarat, 360578",gmers medical college porbandar behind iti and navoday vidyalay dharampur porbandar gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
390,,"GMERS Medical College, Porbandar,Nr. Maharani Rupaliba Lady Hospital, ST bus station road, Porbandar, Gujarat, 360575",gmers medical college porbandar nr maharani rupaliba lady hospital st bus station road porbandar gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
391,,"GMERS Medical College, Rajpipla,GMERS Medical College, Rajpipla Near Jakat Naka, Vadia Palace, Rajpipla Dist Narmada, GUJARAT., Gujarat, 393145",gmers medical college rajpipla gmers medical college rajpipla near jakat naka vadia palace rajpipla district narmada gujarat gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
392,,"GOA DENTAL COLLEGE & HOSPITAL, GOA",goa dental college and hospital,Goa,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
393,,"GOA DENTAL COLLEGE & HOSPITAL, GOA,Bambolim,Goa, Goa, 403202",goa dental college and hospital goa bambolim goa goa,Goa,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
394,,"GOA MEDICAL COLLEGE, PANAJI",goa medical college,Goa,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
395,,"GOA MEDICAL COLLEGE, PANAJI,RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA, Goa, 403202",goa medical college panaji rajiv gandhi medical complex bambolim goa goa,Goa,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
396,,"Goverment Dental College & Hospital, Jalgaon ,Plot No.H-08 09 05 MIDC Area Jalgaon, Maharashtra, 425003",goverment dental college and hospital jalgaon plot no h 08 09 05 midc area jalgaon maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
397,,"Goverment Medical College, Datia",goverment medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
398,,Goverment Medical College And Hospital Jalgaon,goverment medical college and hospital jalgaon,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
399,,"Goverment Medical College And Hospital Jalgaon,GOVERNMENT MEDICAL COLLEGE, JILHA PETH, NEAR MAIN POST OFFICE, JALGAON, Maharashtra, 425001",goverment medical college and hospital jalgaon government medical college jilha peth near main post office jalgaon maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
400,,"Goverment Medical College, Bettiah,Government Medical College Bettiah West Champaran Bihar- 845438, Bihar, 845438",goverment medical college bettiah government medical college bettiah west champaran bihar bihar,Bihar,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
401,,"Goverment Medical College, Datia,NEAR 29TH BATTALION, N.H.75, DATIA, Madhya Pradesh, 475661",goverment medical college datia near 29th battalion n h 75 datia madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
402,,"Goverment Medical College, Gadchiroli,Government Medical College, Mul road complex, Gadchiroli, Maharashtra, 442605",goverment medical college gadchiroli government medical college mul road complex gadchiroli maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
403,,GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTR A,goverment medical college nandurbar mahararastr a,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
404,,GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,goverment medical college nandurbar mahararastra,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
405,,"GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,DISTRICT CIVIL HOSPITAL CAMPUS SAKRI ROAD NANDURBAR, Maharashtra, 425412",goverment medical college nandurbar mahararastra district civil hospital campus sakri road nandurbar maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
406,,"Goverment Medical College Sheopur, M.P , GMC Sheopur, Village Nagda, Near Nageshwar Temple Dist-Sheopur, M.P",goverment medical college sheopur m p gmc sheopur village nagda near nageshwar temple district sheopur m p,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
407,,"Goverment Medical College, Singrauli , Goverment Medical College, Villege Naugadh,Singrauli, Madhya Pradesh",goverment medical college singrauli goverment medical college villege naugadh singrauli,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
408,,"GOVT. COLLEGE OF DENTISTRY, INDORE",government college of dentistry,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
409,,"GOVT. COLLEGE OF DENTISTRY, INDORE,1 Sardar Patel Marg Indore",government college of dentistry indore 1 sardar patel marg indore,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
410,,"GOVT. COLLEGE OF DENTISTRY, INDORE,1 Sardar Patel Marg Indore, Madhya Pradesh, 452001",government college of dentistry indore 1 sardar patel marg indore madhya pradesh,Madhya Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
411,,"GOVT. D.C. & RESEARCH INST,BANGALORE",government d c and research institute,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
412,,"GOVT. D.C. & RESEARCH INST,BANGALORE,FORT, VICTORIA HOSPITAL CAMPUS, BANGALORE",government d c and research institute bangalore fort victoria hospital campus,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
413,,"GOVT. D.C. & RESEARCH INST,BANGALORE,FORT, VICTORIA HOSPITAL CAMPUS, BANGALORE, Karnataka, 560002",government d c and research institute bangalore fort victoria hospital campus bangalore karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
414,,"GOVT. DC & RESEARCH INSt., BELLARY",government dc and research institute,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
415,,"GOVT. DC & RESEARCH INSt., BELLARY,GOVT DENTAL COLLEGE AND RI, VIMS CAMPUS, CANTONMENT BELLARY",government dc and research institute bellary government dental college and ri vims campus,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
416,,"GOVT. DC & RESEARCH INSt., BELLARY,GOVT DENTAL COLLEGE AND RI, VIMS CAMPUS, CANTONMENT BELLARY, Karnataka, 583104",government dc and research institute bellary government dental college and ri vims campus cantonment bellary karnataka,Karnataka,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
417,,GOVT DEN COLL DENTAL WING PATIALA,government den college dental wing patiala,Punjab,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
418,,"GOVT DEN COLL DENTAL WING PATIALA,Govt.Dental College and Hospital,Patiala, Punjab, 147001",government den college dental wing patiala governmentdental college and hospital patiala punjab,Punjab,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
419,,"GOVT. DENTAL COLLEGE, TRIVANDRUM",government dental college,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
420,,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR",government dental college & hospital,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
421,,"GOVT. DENTAL COLL.& HOSP., JAMNAGAR,Opp. City Police Line, Navagam Ghed, Jamnagar, Gujarat, 361008",government dental college & hospital jamnagar opp city police line navagam ghed jamnagar gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
422,,"Government Dental College, Alappuzha,Government Dental College T.D Medical College (PO) Alappuzha,Kerala, Kerala, 688005",government dental college alappuzha government dental college t d medical college po alappuzha kerala kerala,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
423,,"Government Dental College and Hospital, Vijayawada",government dental college and hospital,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
424,,"GOVT. DENTAL COLLEGE & HOSP,AHMEDABAD,NEW CIVIL HOSPITAL CAMPUS, ASARWA, AHMEDABAD, Gujarat, 380016",government dental college and hospital ahmedabad new civil hospital campus asarwa ahmedabad gujarat,Gujarat,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
425,,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABA D , Government Medical College and Hospital Campus Dhanwantari Nagar Ghati Chha. Sambhajinagar Aurangaba, Maharashtra, 431001",government dental college and hospital aurangaba d government medical college and hospital campus dhanwantari nagar ghati chha sambhajinagar aurangaba maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
426,,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABAD,Gover nment Medical College and Hospital Campus Dhanwantari Nagar Ghati Chha. Sambhajinagar Aurangaba, Maharashtra, 431001",government dental college and hospital aurangabad gover nment medical college and hospital campus dhanwantari nagar ghati chha sambhajinagar aurangaba maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
427,,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABAD,Government Medical College and Hospital Campus Dhanwantari Nagar Ghati Aurangabad, Maharashtra, 431001",government dental college and hospital aurangabad government medical college and hospital campus dhanwantari nagar ghati aurangabad maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
428,,"GOVT. DENTAL COLLEGE & HOSP.,AURANGABAD,Government Medical College and Hospital Campus Dhanwantari Nagar Ghati Chha. Sambhajinagar Aurangaba, Maharashtra, 431001",government dental college and hospital aurangabad government medical college and hospital campus dhanwantari nagar ghati chha sambhajinagar aurangaba maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
429,,"GOVT. DENTAL COLLEGE & HOSP.,MUMBAI,St Georges Hospital Compound P D Mellow road Fort Mumbai, Maharashtra, 400001",government dental college and hospital mumbai st georges hospital compound p d mellow road fort mumbai maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
430,,"GOVT. DENTAL COLLEGE & HOSP.,NAGPUR,Government Dental College And Hospital GMC Campus Nagpur, Maharashtra, 440003",government dental college and hospital nagpur government dental college and hospital gmc campus nagpur maharashtra,Maharashtra,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
431,,"Government Dental College & Hospital, Srinagar,Shireen Bagh Karan Nagar Srinagar Jammu and Kashmir India, Jammu And Kashmir, 190010",government dental college and hospital srinagar shireen bagh karan nagar srinagar jammu and kashmir india jammu and kashmir,Jammu And Kashmir,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
432,,"Government Dental College and Hospital, Vijayawada,Government Dental College and Hospital, Machavaram Post, Vijayawada - 520004, Andhra Pradesh, 520004",government dental college and hospital vijayawada government dental college and hospital machavaram post vijayawada andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
433,,"Government Dental College and Research Institute,Cantonment Area,VIMS Campus,Bellary",government dental college and research institute cantonment area vims campus,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
434,,Government Dental College Dibrugarh,government dental college dibrugarh,Assam,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
435,,"Government Dental College Dibrugarh,I Lane, inside Assam Medical college campus, Barbari, Dibrugarh-786002, Assam, 786002",government dental college dibrugarh i lane inside assam medical college campus barbari dibrugarh assam,Assam,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
436,,Government Dental College Hyderabad,government dental college hyderabad,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
437,,"Government Dental College Hyderabad,GOVERNMENT DENTAL COLLEGE AND HOSPITAL, AFZALGUNJ, HYDERABAD - 500012, Telangana, 500012",government dental college hyderabad government dental college and hospital afzalgunj hyderabad telangana,Telangana,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
438,,"Government Dental College, Jodhpur , Residency Road Shastri Nagar Jodhpur Rajasthan",government dental college jodhpur,Rajasthan,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
439,,GOVT DENTAL COLLEGE Kannur,government dental college kannur,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
440,,"GOVT DENTAL COLLEGE Kannur,Pariyaram Medical College P O, Kannur, Kerala- 670503., Kerala, 670503",government dental college kannur pariyaram medical college p o kannur kerala kerala,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
441,,"GOVT. DENTAL COLLEGE, KOTTAYAM,Government Dental College, P.O.Gandhinagar Kottayam- 686008, Kerala, 686008",government dental college kottayam government dental college p o gandhinagar kottayam kerala,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
442,,"GOVT. DENTAL COLLEGE, KOZIKODE,MEDICAL COLLEGE CAMPUS, MEDICAL COLLEGE P.O., KOZHIKODE, Kerala, 673008",government dental college kozikode medical college campus medical college p o kozhikode kerala,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
443,,Govt dental college Pudukkottai,government dental college pudukkottai,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
444,,"Govt dental college Pudukkottai,GOVT DENTAL COLLEGE MULLUR PUDUKKOTTAI, Tamil Nadu, 622003",government dental college pudukkottai government dental college mullur pudukkottai tamil nadu,Tamil Nadu,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
445,,"GOVT. DENTAL COLLEGE, RAIPUR,Near Marahi Mata Mandir, Rajbandha Maidan, Raipur (C.G.), Chhattisgarh, 492001",government dental college raipur near marahi mata mandir rajbandha maidan raipur c g chhattisgarh,Chhattisgarh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
446,,Govt Dental College RIMS Kadapa,government dental college rims kadapa,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
447,,"Govt Dental College RIMS Kadapa,PRINCIPAL GOVT DENTAL COLLEGE, RIMS, PUTLAMPALLI KADAPA State ANDHRA PRADESH Pin 516004, Andhra Pradesh, 516004",government dental college rims kadapa principal government dental college rims putlampalli kadapa state andhra pradesh pin andhra pradesh,Andhra Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
448,,"GOVT. DENTAL COLLEGE, SHIMLA,HP GOVERNMENT DENTAL COLLEGE AND HOSPITAL SHIMLA",government dental college shimla,Himachal Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
449,,"GOVT. DENTAL COLLEGE, SHIMLA,HP GOVERNMENT DENTAL COLLEGE AND HOSPITAL SHIMLA, Himachal Pradesh, 171001",government dental college shimla hp government dental college and hospital shimla himachal pradesh,Himachal Pradesh,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
450,,"Government Dental College, Silchar , Government Dental College,Silchar,Hailak andi road,Near Silchar Medical College,Ghungoor,Sil char, Assam, 788014",government dental college silchar government dental college silchar hailak andi road near silchar medical college ghungoor sil char assam,Assam,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
451,,"Government Dental College, Silchar,Government Dental College,Silchar,Hailakandi road,Near Silchar Medical College,Ghungoor,Silchar, Assam, 788014",government dental college silchar government dental college silchar hailakandi road near silchar medical college ghungoor silchar assam,Assam,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
452,,"Government Dental College, Thrissur,MEDICAL COLLEGE(P O) THRISSUR, Kerala, 680596",government dental college thrissur medical college p o thrissur kerala,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
453,,"GOVT. DENTAL COLLEGE, TRIVANDRUM,Govt Dental College Thiruvananthapuram Kerala",government dental college trivandrum,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
454,,"GOVT. DENTAL COLLEGE, TRIVANDRUM,Govt Dental College Thiruvananthapuram Kerala, Kerala, 695011",government dental college trivandrum government dental college thiruvananthapuram kerala kerala,Kerala,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
455,,"Government Dental College,Victoria Hospital Premises,Fort,Bangalore",government dental college victoria hospital premises fort,Karnataka,,government,KEA,,,,,1,,auto-generated from allotment data; needs manual review
456,,Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda,government dentalcollege and hospital paithna bhaganbigha rahui nalanda,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
457,,"Government DentalCollege and Hospital Paithna Bhaganbigha Rahui Nalanda,Paithna- Bhaganbigha, Rahui, Nalanda, Bihar, 803118",government dentalcollege and hospital paithna bhaganbigha rahui nalanda paithna bhaganbigha rahui nalanda bihar,Bihar,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
458,,"GOVT. DHARAMAPURI MED COLL,DHARMAPURI",government dharamapuri medical college,Unknown,,government,MCC,,,,,1,,auto-generated from allotment data; needs manual review
